Year,Sex,Race,Ideology,Political,Prestige,Sprestige,Mprestige,Dprestige,Socpos,Happymar,Happy,Opinion of family income
2010,Male,White,Slghtly conservative,Not str republican,60,72,48,45,5,Very happy,Pretty happy,Above average
2010,Female,White,Moderate,"Ind,near rep",61,60,0,27,3,Very happy,Pretty happy,Above average
2010,Female,Black,Moderate,Independent,64,28,0,40,5,Very happy,Very happy,Average
2010,Male,White,Moderate,Other party,45,47,39,45,4,Very happy,Very happy,Above average
2010,Female,White,Conservative,Strong republican,53,36,0,53,9,Very happy,Very happy,Average
2010,Male,White,Slghtly conservative,Independent,24,39,0,58,5,Very happy,Pretty happy,Below average
2010,Male,White,Moderate,Independent,45,40,35,35,7,Pretty happy,Pretty happy,Far below average
2010,Male,White,Conservative,Strong republican,40,73,48,25,3,Very happy,Pretty happy,Average
2010,Female,White,Liberal,"Ind,near dem",74,57,62,35,5,Very happy,Very happy,Average
2010,Female,White,Liberal,Independent,64,51,28,45,5,Very happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,70,47,0,46,4,Very happy,Not too happy,Average
2010,Male,White,Moderate,Independent,38,33,33,42,6,Pretty happy,Not too happy,Average
2010,Male,White,Moderate,Not str republican,34,38,16,35,5,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,"Ind,near dem",49,31,47,44,3,Very happy,Very happy,Below average
2010,Male,White,Moderate,Not str republican,33,40,0,45,5,Very happy,Pretty happy,Average
2010,Female,White,Slghtly conservative,"Ind,near rep",38,45,33,31,6,Very happy,Very happy,Below average
2010,Female,White,Moderate,"Ind,near dem",21,25,0,0,6,Pretty happy,Pretty happy,Below average
2010,Female,Black,Moderate,Not str democrat,47,31,61,44,5,Pretty happy,Pretty happy,Below average
2010,Female,Black,Moderate,Strong democrat,48,37,48,32,5,Very happy,Very happy,Average
2010,Male,Other,Moderate,Independent,50,32,0,50,5,Very happy,Pretty happy,Average
2010,Female,White,Liberal,Not str democrat,39,32,60,47,5,Very happy,Pretty happy,Average
2010,Male,White,Moderate,Independent,45,69,31,32,5,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Strong republican,74,60,31,38,3,Very happy,Very happy,Above average
2010,Male,Other,Moderate,"Ind,near rep",37,0,0,47,7,Pretty happy,Pretty happy,Below average
2010,Female,White,Slghtly conservative,Independent,29,49,0,0,8,Very happy,Very happy,Below average
2010,Male,White,Moderate,Not str republican,50,31,0,42,5,Not too happy,Very happy,Above average
2010,Female,White,Moderate,Strong democrat,18,72,54,54,2,Very happy,Very happy,Above average
2010,Female,White,Moderate,Not str republican,47,46,61,46,3,Pretty happy,Pretty happy,Far above average
2010,Female,White,Liberal,Independent,64,39,46,35,7,Very happy,Very happy,Above average
2010,Male,White,Liberal,"Ind,near dem",47,51,0,50,3,Pretty happy,Pretty happy,Above average
2010,Male,White,Conservative,Not str republican,48,54,47,72,5,Very happy,Very happy,Average
2010,Female,Other,Moderate,Not str republican,33,40,0,43,5,Pretty happy,Very happy,Below average
2010,Male,Other,Liberal,"Ind,near dem",39,48,44,0,6,Pretty happy,Pretty happy,Average
2010,Female,White,Slightly liberal,Not str democrat,43,58,48,60,4,Very happy,Very happy,Average
2010,Male,White,Liberal,Not str republican,50,28,31,0,7,Very happy,Pretty happy,Far below average
2010,Female,White,Slightly liberal,"Ind,near dem",61,69,45,72,3,Pretty happy,Pretty happy,Above average
2010,Male,White,Moderate,Strong democrat,72,65,27,35,3,Very happy,Very happy,Above average
2010,Male,Other,Conservative,"Ind,near dem",44,51,21,45,3,Pretty happy,Very happy,Average
2010,Female,White,Slightly liberal,"Ind,near dem",0,31,61,60,4,Pretty happy,Pretty happy,Above average
2010,Male,White,Moderate,"Ind,near dem",49,47,0,61,5,Pretty happy,Not too happy,Below average
2010,Male,White,Moderate,Independent,50,38,39,43,4,Pretty happy,Not too happy,Above average
2010,Male,White,Slghtly conservative,Not str democrat,50,0,0,46,5,Pretty happy,Pretty happy,Average
2010,Female,White,Conservative,Other party,36,40,31,0,5,Pretty happy,Pretty happy,Average
2010,Female,White,Extremely liberal,Strong democrat,35,49,61,42,5,Very happy,Pretty happy,Above average
2010,Male,White,Conservative,Not str republican,60,32,24,23,4,Very happy,Pretty happy,Above average
2010,Male,Other,Slghtly conservative,Not str republican,48,73,48,0,5,Pretty happy,Pretty happy,Above average
2010,Male,White,Conservative,Not str republican,63,65,64,48,5,Very happy,Very happy,Above average
2010,Female,White,Moderate,"Ind,near dem",37,49,0,0,5,Not too happy,Pretty happy,Average
2010,Male,White,Extremely liberal,Independent,45,53,36,35,3,Very happy,Very happy,Average
2010,Male,White,Slghtly conservative,Not str republican,63,58,0,75,3,Pretty happy,Pretty happy,Far above average
2010,Female,Other,Slghtly conservative,"Ind,near rep",72,72,47,44,3,Very happy,Pretty happy,Above average
2010,Female,Other,Moderate,Independent,48,0,0,46,6,Not too happy,Pretty happy,Average
2010,Male,Other,Slightly liberal,"Ind,near dem",39,32,0,31,4,Pretty happy,Not too happy,Average
2010,Male,Other,Slghtly conservative,Not str republican,63,0,0,47,5,Pretty happy,Pretty happy,Average
2010,Male,Other,Liberal,Independent,45,51,33,0,5,Very happy,Pretty happy,Above average
2010,Male,White,Liberal,Not str democrat,44,0,35,35,6,Pretty happy,Pretty happy,Average
2010,Male,White,Conservative,Strong democrat,0,0,48,36,4,Pretty happy,Pretty happy,Below average
2010,Female,Other,Slightly liberal,"Ind,near dem",0,28,0,38,5,Pretty happy,Pretty happy,Far below average
2010,Male,White,Moderate,"Ind,near dem",35,53,64,33,7,Very happy,Very happy,Below average
2010,Female,White,Slightly liberal,"Ind,near dem",39,59,35,25,5,Very happy,Very happy,Above average
2010,Male,White,Slightly liberal,"Ind,near dem",33,28,36,41,4,Very happy,Pretty happy,Average
2010,Male,White,Conservative,Not str republican,31,49,61,0,3,Very happy,Very happy,Above average
2010,Female,White,Moderate,Not str republican,46,22,0,48,5,Pretty happy,Not too happy,Below average
2010,Male,White,Slightly liberal,Strong republican,31,47,0,39,3,Very happy,Very happy,Average
2010,Male,White,Liberal,Not str democrat,58,58,47,53,3,Very happy,Very happy,Above average
2010,Male,White,Liberal,"Ind,near dem",59,48,61,0,7,Very happy,Pretty happy,Above average
2010,Male,White,Moderate,Not str republican,32,41,61,73,10,Very happy,Very happy,Average
2010,Male,Other,Moderate,Strong democrat,61,48,42,45,4,Pretty happy,Pretty happy,Above average
2010,Male,Other,Conservative,Independent,46,49,25,73,5,Very happy,Very happy,Average
2010,Female,White,Slightly liberal,Not str democrat,61,63,0,39,5,Very happy,Very happy,Above average
2010,Male,White,Moderate,Independent,50,25,0,43,5,Very happy,Very happy,Average
2010,Female,Black,Moderate,Strong democrat,69,34,16,61,5,Very happy,Pretty happy,Below average
2010,Male,White,Liberal,Not str democrat,56,43,64,47,4,Very happy,Very happy,Above average
2010,Female,White,Slightly liberal,"Ind,near dem",36,38,0,36,5,Pretty happy,Pretty happy,Below average
2010,Female,White,Moderate,Independent,24,26,0,38,4,Very happy,Pretty happy,Average
2010,Female,White,Extrmly conservative,Independent,35,35,0,46,6,Very happy,Pretty happy,Below average
2010,Female,White,Liberal,Strong democrat,64,47,42,43,5,Very happy,Pretty happy,Above average
2010,Male,White,Liberal,"Ind,near dem",61,59,31,39,3,Pretty happy,Pretty happy,Above average
2010,Male,White,Liberal,"Ind,near dem",70,56,42,73,5,Very happy,Not too happy,Average
2010,Male,Other,Moderate,"Ind,near dem",33,47,0,32,3,Pretty happy,Pretty happy,Above average
2010,Male,White,Extrmly conservative,Not str republican,47,38,32,42,5,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,Not str democrat,39,64,47,47,5,Very happy,Very happy,Average
2010,Female,White,Moderate,Not str democrat,17,60,38,0,6,Very happy,Very happy,Above average
2010,Male,White,Conservative,Strong republican,72,39,42,39,2,Very happy,Very happy,Above average
2010,Female,White,Slightly liberal,"Ind,near dem",31,50,25,45,5,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,Strong republican,49,44,24,47,6,Very happy,Pretty happy,Below average
2010,Male,White,Moderate,Not str democrat,50,48,60,73,5,Very happy,Pretty happy,Average
2010,Male,White,Moderate,"Ind,near dem",31,45,32,35,5,Not too happy,Not too happy,Below average
2010,Female,White,Moderate,Not str republican,61,49,0,58,5,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,Strong democrat,39,47,0,36,4,Very happy,Pretty happy,Above average
2010,Female,Black,Moderate,Not str democrat,31,35,0,42,10,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,Strong democrat,52,32,64,35,6,Very happy,Very happy,Average
2010,Male,White,Slghtly conservative,Independent,65,64,0,40,5,Very happy,Very happy,Above average
2010,Female,White,Liberal,"Ind,near dem",37,28,0,39,4,Very happy,Pretty happy,Average
2010,Female,White,Conservative,Strong republican,51,24,0,35,5,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,Independent,61,24,35,35,4,Pretty happy,Pretty happy,Below average
2010,Female,White,Liberal,"Ind,near dem",31,44,64,35,5,Very happy,Very happy,Average
2010,Male,White,Slghtly conservative,"Ind,near rep",66,46,0,36,4,Very happy,Very happy,Above average
2010,Female,White,Liberal,Not str democrat,63,70,59,70,3,Very happy,Very happy,Above average
2010,Female,White,Moderate,"Ind,near dem",52,49,0,48,6,Pretty happy,Pretty happy,Average
2010,Female,Other,Moderate,Independent,55,43,31,0,5,Pretty happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,63,39,61,73,3,Very happy,Pretty happy,Above average
2010,Male,White,Slghtly conservative,Strong republican,61,47,0,39,5,Very happy,Very happy,Above average
2010,Female,White,Slightly liberal,"Ind,near dem",53,51,33,70,4,Very happy,Very happy,Above average
2010,Female,Other,Liberal,Independent,46,48,31,0,8,Not too happy,Pretty happy,Below average
2010,Male,White,Moderate,Not str democrat,24,0,0,38,7,Very happy,Very happy,Below average
2010,Female,White,Liberal,"Ind,near dem",31,48,39,50,8,Pretty happy,Not too happy,Below average
2010,Male,Black,Moderate,Independent,31,35,25,0,6,Pretty happy,Not too happy,Average
2010,Male,Black,Liberal,"Ind,near dem",25,64,45,60,5,Very happy,Pretty happy,Above average
2010,Male,Black,Slghtly conservative,Strong democrat,60,60,61,45,5,Very happy,Very happy,Above average
2010,Female,Black,Moderate,Not str republican,48,39,48,0,5,Pretty happy,Pretty happy,Average
2010,Male,White,Slghtly conservative,Strong republican,50,39,47,50,5,Very happy,Very happy,Average
2010,Male,White,Liberal,Strong democrat,68,33,40,34,5,Very happy,Very happy,Below average
2010,Female,White,Extremely liberal,Strong democrat,55,52,0,74,3,Very happy,Very happy,Below average
2010,Male,Other,Moderate,Not str republican,35,38,32,35,4,Pretty happy,Pretty happy,Average
2010,Female,Black,Extrmly conservative,Strong democrat,28,45,25,25,1,Pretty happy,Pretty happy,Far below average
2010,Male,White,Conservative,"Ind,near rep",65,64,53,80,3,Not too happy,Not too happy,Above average
2010,Female,White,Slghtly conservative,Not str republican,39,45,47,36,4,Very happy,Very happy,Average
2010,Female,White,Moderate,Not str democrat,45,48,0,43,7,Pretty happy,Not too happy,Far above average
2010,Male,Black,Moderate,Strong democrat,35,60,47,25,5,Not too happy,Not too happy,Average
2010,Male,White,Moderate,Not str democrat,44,32,38,28,4,Very happy,Pretty happy,Below average
2010,Male,White,Conservative,"Ind,near rep",72,38,0,72,3,Very happy,Very happy,Above average
2010,Male,White,Slghtly conservative,"Ind,near dem",39,39,60,74,3,Very happy,Very happy,Far above average
2010,Female,White,Slightly liberal,Strong democrat,33,61,45,45,5,Very happy,Pretty happy,Average
2010,Male,Other,Liberal,Not str democrat,38,31,0,0,5,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,"Ind,near dem",53,60,73,48,5,Very happy,Very happy,Below average
2010,Male,White,Moderate,"Ind,near rep",31,39,31,31,6,Very happy,Pretty happy,Average
2010,Female,White,Liberal,Strong democrat,35,38,50,39,3,Very happy,Very happy,Below average
2010,Male,White,Moderate,Not str democrat,46,25,26,37,5,Very happy,Very happy,Below average
2010,Female,White,Extrmly conservative,Strong republican,38,70,0,46,6,Very happy,Very happy,Far above average
2010,Female,White,Moderate,"Ind,near dem",36,51,0,39,6,Very happy,Pretty happy,Above average
2010,Female,Other,Extrmly conservative,Not str republican,37,29,38,47,10,Very happy,Very happy,Far below average
2010,Female,White,Liberal,Strong democrat,47,74,0,31,3,Very happy,Very happy,Above average
2010,Female,White,Conservative,Strong republican,64,46,47,0,4,Very happy,Pretty happy,Below average
2010,Female,White,Slightly liberal,Not str democrat,44,63,21,38,3,Very happy,Pretty happy,Above average
2010,Female,White,Liberal,Strong democrat,0,60,48,43,3,Very happy,Very happy,Below average
2010,Male,Black,Liberal,Not str democrat,42,31,25,0,6,Pretty happy,Pretty happy,Average
2010,Male,Other,Slghtly conservative,"Ind,near dem",44,50,0,36,5,Very happy,Very happy,Below average
2010,Female,White,Moderate,Independent,25,28,27,27,5,Pretty happy,Very happy,Below average
2010,Female,White,Moderate,Not str democrat,54,49,0,41,10,Very happy,Very happy,Below average
2010,Male,White,Liberal,Strong democrat,40,0,0,49,4,Very happy,Very happy,Below average
2010,Female,Other,Conservative,Independent,22,22,0,45,10,Pretty happy,Very happy,Far below average
2010,Male,White,Slightly liberal,Strong democrat,31,47,0,39,3,Very happy,Pretty happy,Above average
2010,Female,White,Slghtly conservative,Strong democrat,48,27,64,69,5,Very happy,Very happy,Average
2010,Female,White,Moderate,Not str democrat,35,42,0,31,5,Very happy,Very happy,Average
2010,Male,White,Slghtly conservative,Not str republican,50,39,37,39,7,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Not str democrat,28,55,0,70,5,Very happy,Very happy,Below average
2010,Female,Black,Moderate,Independent,64,40,35,0,7,Pretty happy,Pretty happy,Far below average
2010,Male,White,Slghtly conservative,Strong republican,60,28,0,60,3,Very happy,Pretty happy,Above average
2010,Female,White,Extrmly conservative,"Ind,near rep",48,42,33,63,3,Pretty happy,Pretty happy,Above average
2010,Female,White,Moderate,Not str republican,31,43,31,31,4,Very happy,Very happy,Average
2010,Female,Black,Slghtly conservative,Strong democrat,59,38,0,40,3,Pretty happy,Pretty happy,Average
2010,Male,White,Slghtly conservative,"Ind,near rep",69,69,48,65,5,Very happy,Pretty happy,Above average
2010,Male,Other,Liberal,Independent,38,50,35,38,7,Pretty happy,Very happy,Average
2010,Male,White,Extremely liberal,Strong democrat,51,47,30,28,5,Very happy,Pretty happy,Below average
2010,Male,White,Slightly liberal,Not str democrat,34,44,41,32,3,Pretty happy,Pretty happy,Average
2010,Male,White,Extrmly conservative,Not str republican,33,46,47,0,4,Very happy,Very happy,Average
2010,Female,Black,Conservative,Strong democrat,38,35,0,28,1,Very happy,Pretty happy,Below average
2010,Male,White,Conservative,"Ind,near rep",72,47,24,45,5,Very happy,Very happy,Below average
2010,Female,White,Conservative,"Ind,near dem",31,44,42,42,5,Very happy,Very happy,Below average
2010,Female,Black,Liberal,Not str democrat,51,24,0,32,10,Very happy,Very happy,Average
2010,Male,Black,Moderate,Not str democrat,47,38,37,26,9,Pretty happy,Not too happy,Below average
2010,Female,White,Liberal,Strong democrat,55,69,61,65,3,Pretty happy,Pretty happy,Far below average
2010,Female,Other,Extremely liberal,Strong democrat,17,59,50,39,5,Very happy,Pretty happy,Average
2010,Female,White,Liberal,"Ind,near dem",52,69,0,49,2,Very happy,Very happy,Average
2010,Male,White,Liberal,Not str democrat,51,58,33,0,5,Very happy,Very happy,Far above average
2010,Female,White,Slightly liberal,Independent,26,35,46,45,5,Very happy,Pretty happy,Average
2010,Male,White,Moderate,"Ind,near dem",37,0,0,46,5,Pretty happy,Very happy,Average
2010,Female,White,Slghtly conservative,Not str democrat,22,24,0,27,5,Pretty happy,Pretty happy,Average
2010,Female,Other,Liberal,Not str democrat,53,61,61,31,3,Very happy,Very happy,Average
2010,Female,White,Moderate,Not str democrat,61,65,61,0,5,Pretty happy,Pretty happy,Above average
2010,Female,White,Conservative,Strong republican,64,73,32,35,4,Pretty happy,Pretty happy,Above average
2010,Male,White,Moderate,"Ind,near rep",58,47,38,75,3,Pretty happy,Pretty happy,Above average
2010,Female,Other,Slightly liberal,"Ind,near dem",63,63,39,39,5,Very happy,Pretty happy,Average
2010,Female,Other,Liberal,Not str democrat,69,55,25,0,3,Pretty happy,Not too happy,Far above average
2010,Female,White,Slghtly conservative,Not str republican,38,56,28,64,5,Pretty happy,Pretty happy,Above average
2010,Female,White,Slghtly conservative,Strong democrat,0,48,0,47,5,Very happy,Pretty happy,Average
2010,Female,White,Slghtly conservative,"Ind,near dem",64,50,45,36,6,Very happy,Pretty happy,Far above average
2010,Female,White,Extremely liberal,Not str democrat,61,66,31,46,4,Very happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,25,49,40,35,8,Very happy,Very happy,Average
2010,Male,Black,Moderate,Strong democrat,35,31,69,43,6,Very happy,Pretty happy,Average
2010,Male,Other,Moderate,Not str democrat,60,60,0,42,5,Very happy,Pretty happy,Average
2010,Female,White,Slightly liberal,Not str republican,51,39,47,60,3,Very happy,Pretty happy,Below average
2010,Male,Other,Moderate,Independent,31,31,0,46,5,Very happy,Very happy,Average
2010,Female,Other,Moderate,Independent,33,28,47,45,8,Pretty happy,Pretty happy,Below average
2010,Male,Other,Slightly liberal,"Ind,near dem",74,64,0,45,4,Very happy,Pretty happy,Above average
2010,Male,Black,Moderate,Strong democrat,43,53,25,0,5,Very happy,Very happy,Above average
2010,Male,White,Slghtly conservative,Not str republican,38,27,31,48,5,Very happy,Very happy,Average
2010,Female,White,Liberal,"Ind,near dem",38,45,45,53,7,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,Strong democrat,24,42,35,37,3,Very happy,Very happy,Average
2010,Male,White,Conservative,Not str democrat,48,60,0,47,2,Very happy,Very happy,Above average
2010,Female,Other,Moderate,Independent,47,35,0,0,6,Very happy,Very happy,Average
2010,Male,White,Conservative,Strong republican,72,64,0,45,3,Very happy,Pretty happy,Average
2010,Female,White,Conservative,Strong republican,64,80,64,50,2,Very happy,Pretty happy,Above average
2010,Male,White,Slghtly conservative,Not str republican,53,45,55,39,5,Very happy,Very happy,Far above average
2010,Male,Other,Slightly liberal,Strong democrat,50,64,28,31,8,Pretty happy,Not too happy,Below average
2010,Female,White,Liberal,Strong democrat,60,47,47,0,2,Very happy,Pretty happy,Above average
2010,Female,Black,Moderate,Strong democrat,53,50,46,31,5,Pretty happy,Pretty happy,Average
2010,Female,White,Liberal,Strong democrat,51,80,60,61,4,Pretty happy,Pretty happy,Average
2010,Female,Other,Liberal,Strong democrat,50,47,0,29,5,Pretty happy,Not too happy,Average
2010,Female,Other,Moderate,Other party,0,51,0,0,6,Very happy,Very happy,Below average
2010,Male,White,Slghtly conservative,"Ind,near dem",50,45,0,44,5,Pretty happy,Pretty happy,Average
2010,Male,White,Extrmly conservative,Strong republican,72,38,29,50,4,Very happy,Pretty happy,Below average
2010,Female,White,Slightly liberal,Independent,46,46,0,69,5,Very happy,Very happy,Below average
2010,Male,White,Moderate,"Ind,near dem",31,47,31,50,4,Very happy,Pretty happy,Above average
2010,Female,White,Moderate,Strong democrat,48,35,0,56,4,Pretty happy,Pretty happy,Above average
2010,Female,Other,Liberal,Strong democrat,24,43,33,0,5,Very happy,Very happy,Far below average
2010,Female,White,Slightly liberal,"Ind,near dem",48,45,64,49,3,Very happy,Pretty happy,Above average
2010,Male,White,Conservative,Not str republican,42,45,0,28,5,Very happy,Very happy,Below average
2010,Female,White,Moderate,"Ind,near dem",46,45,0,44,6,Very happy,Pretty happy,Average
2010,Male,White,Extrmly conservative,Strong republican,50,46,64,60,7,Pretty happy,Pretty happy,Above average
2010,Male,White,Conservative,"Ind,near rep",0,65,64,60,5,Very happy,Pretty happy,Above average
2010,Female,White,Moderate,"Ind,near rep",63,62,65,45,3,Very happy,Very happy,Above average
2010,Female,Black,Slightly liberal,"Ind,near dem",59,65,25,25,8,Pretty happy,Pretty happy,Below average
2010,Female,White,Conservative,Strong republican,60,46,61,49,4,Very happy,Very happy,Above average
2010,Male,White,Conservative,Strong republican,0,46,43,80,10,Pretty happy,Pretty happy,Far above average
2010,Male,White,Conservative,Not str republican,44,64,31,59,3,Very happy,Very happy,Average
2010,Male,White,Conservative,Not str republican,59,59,37,47,4,Very happy,Very happy,Above average
2010,Male,White,Extrmly conservative,"Ind,near rep",56,31,61,53,6,Very happy,Very happy,Below average
2010,Female,Black,Moderate,Independent,64,53,47,0,10,Very happy,Very happy,Below average
2010,Female,White,Conservative,"Ind,near rep",39,53,31,0,5,Very happy,Very happy,Above average
2010,Female,White,Conservative,Strong republican,47,53,46,53,3,Very happy,Very happy,Above average
2010,Female,White,Slghtly conservative,Not str republican,47,69,48,28,5,Very happy,Very happy,Average
2010,Female,Other,Moderate,Independent,53,45,0,48,3,Pretty happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,75,38,0,80,3,Very happy,Pretty happy,Above average
2010,Male,White,Extrmly conservative,Other party,39,52,35,60,3,Very happy,Not too happy,Above average
2010,Male,White,Slightly liberal,"Ind,near dem",50,39,0,73,3,Very happy,Not too happy,Average
2010,Male,White,Slghtly conservative,Not str democrat,28,31,0,46,1,Pretty happy,Pretty happy,Below average
2010,Female,Black,Extremely liberal,Strong democrat,48,32,38,44,5,Very happy,Pretty happy,Below average
2010,Female,White,Moderate,Independent,31,35,0,44,9,Pretty happy,Pretty happy,Below average
2010,Male,Other,Moderate,Not str republican,28,25,0,36,10,Very happy,Very happy,Far below average
2010,Male,White,Slghtly conservative,Independent,44,35,0,46,5,Very happy,Very happy,Below average
2010,Female,White,Conservative,Independent,36,36,0,36,6,Pretty happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,45,0,0,72,2,Very happy,Very happy,Above average
2010,Male,White,Conservative,"Ind,near rep",61,47,0,46,5,Very happy,Pretty happy,Below average
2010,Female,White,Slghtly conservative,Not str republican,61,64,45,31,5,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,"Ind,near dem",38,38,0,46,5,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,"Ind,near dem",46,55,0,39,6,Very happy,Very happy,Average
2010,Female,White,Slghtly conservative,Independent,40,37,45,35,10,Very happy,Pretty happy,Average
2010,Male,White,Extrmly conservative,"Ind,near rep",35,32,22,42,5,Very happy,Very happy,Below average
2010,Male,White,Moderate,Independent,29,64,38,29,5,Very happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,31,45,22,46,3,Very happy,Pretty happy,Above average
2010,Female,White,Moderate,Not str democrat,42,53,28,45,5,Very happy,Very happy,Above average
2010,Male,Other,Slightly liberal,Not str democrat,44,64,42,0,2,Very happy,Pretty happy,Average
2010,Female,White,Conservative,Not str republican,46,80,58,50,2,Very happy,Very happy,Above average
2010,Female,White,Extremely liberal,Strong democrat,33,44,64,61,7,Very happy,Very happy,Average
2010,Female,White,Moderate,Independent,46,38,46,62,5,Pretty happy,Pretty happy,Average
2010,Male,White,Slightly liberal,"Ind,near rep",47,45,39,38,5,Very happy,Very happy,Average
2010,Female,White,Slghtly conservative,Not str republican,46,45,0,46,4,Very happy,Very happy,Below average
2010,Male,White,Conservative,Not str republican,38,50,27,73,5,Very happy,Pretty happy,Far below average
2010,Female,White,Moderate,Independent,50,47,0,43,4,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,"Ind,near dem",38,53,31,48,4,Pretty happy,Pretty happy,Average
2010,Male,White,Slightly liberal,Not str democrat,39,43,47,48,8,Very happy,Pretty happy,Above average
2010,Male,White,Slghtly conservative,Not str democrat,39,48,60,39,5,Pretty happy,Pretty happy,Above average
2010,Male,White,Slightly liberal,Strong democrat,45,46,39,45,10,Pretty happy,Pretty happy,Far above average
2010,Male,White,Moderate,"Ind,near rep",25,70,25,46,5,Pretty happy,Very happy,Average
2010,Male,Black,Slightly liberal,Strong democrat,42,53,48,60,2,Pretty happy,Pretty happy,Above average
2010,Male,White,Slghtly conservative,"Ind,near rep",70,48,0,39,6,Very happy,Very happy,Above average
2010,Female,White,Conservative,Independent,47,49,0,38,5,Very happy,Very happy,Average
2010,Female,White,Conservative,Strong republican,39,48,25,0,10,Not too happy,Pretty happy,Above average
2010,Male,White,Conservative,Not str democrat,24,56,25,33,5,Pretty happy,Very happy,Average
2010,Female,White,Conservative,"Ind,near rep",47,43,0,0,7,Pretty happy,Pretty happy,Below average
2010,Male,White,Moderate,Independent,35,0,32,50,10,Not too happy,Very happy,Below average
2010,Female,White,Moderate,Strong republican,55,65,47,38,5,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Independent,38,41,61,47,5,Very happy,Pretty happy,Far above average
2010,Female,White,Moderate,Not str republican,0,35,35,35,5,Very happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,42,45,31,46,5,Very happy,Pretty happy,Below average
2010,Female,White,Moderate,Independent,48,28,34,35,8,Pretty happy,Pretty happy,Far below average
2010,Female,White,Moderate,Strong republican,25,25,0,53,5,Pretty happy,Very happy,Below average
2010,Female,White,Conservative,Strong republican,38,28,31,0,5,Very happy,Not too happy,Below average
2010,Female,White,Moderate,Strong republican,51,38,32,35,5,Pretty happy,Very happy,Average
2010,Male,White,Conservative,Not str republican,50,47,32,0,5,Very happy,Pretty happy,Below average
2010,Male,White,Moderate,"Ind,near dem",35,51,31,0,6,Pretty happy,Pretty happy,Average
2010,Female,White,Conservative,"Ind,near rep",31,40,0,46,3,Pretty happy,Not too happy,Average
2010,Female,White,Moderate,Independent,25,36,33,27,5,Very happy,Pretty happy,Below average
2010,Male,White,Extrmly conservative,Strong republican,38,39,0,28,4,Very happy,Not too happy,Above average
2010,Female,White,Slightly liberal,"Ind,near dem",61,0,0,36,6,Very happy,Very happy,Below average
2010,Female,White,Moderate,Independent,60,53,0,28,6,Pretty happy,Pretty happy,Average
2010,Male,White,Slghtly conservative,Not str republican,44,40,40,31,4,Pretty happy,Very happy,Above average
2010,Male,White,Slghtly conservative,Strong republican,35,0,0,49,6,Pretty happy,Pretty happy,Below average
2010,Female,White,Extrmly conservative,Strong republican,0,44,0,46,7,Not too happy,Not too happy,Average
2010,Female,White,Conservative,Not str republican,32,35,0,44,5,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Independent,47,65,25,42,5,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Not str democrat,63,35,0,43,6,Very happy,Very happy,Above average
2010,Female,White,Slghtly conservative,Not str republican,48,35,0,35,5,Pretty happy,Pretty happy,Below average
2010,Female,White,Slghtly conservative,Not str republican,17,39,64,0,7,Pretty happy,Pretty happy,Average
2010,Male,White,Slghtly conservative,Not str democrat,73,31,29,0,3,Pretty happy,Pretty happy,Above average
2010,Male,White,Moderate,Not str democrat,31,31,31,35,5,Very happy,Very happy,Average
2010,Male,White,Conservative,Strong republican,45,36,47,0,5,Pretty happy,Pretty happy,Average
2010,Female,White,Slightly liberal,Not str democrat,31,73,24,63,4,Very happy,Very happy,Above average
2010,Male,White,Moderate,Strong democrat,48,40,0,38,5,Very happy,Not too happy,Below average
2010,Male,White,Slightly liberal,"Ind,near rep",39,45,0,80,2,Very happy,Very happy,Above average
2010,Female,Black,Extrmly conservative,Strong democrat,48,16,0,39,2,Very happy,Not too happy,Below average
2010,Female,White,Liberal,Strong democrat,60,33,53,58,4,Pretty happy,Not too happy,Below average
2010,Male,White,Conservative,Strong republican,60,61,0,60,4,Very happy,Pretty happy,Above average
2010,Male,White,Moderate,Independent,63,31,35,73,6,Very happy,Very happy,Average
2010,Female,White,Conservative,Not str republican,35,45,0,44,4,Very happy,Very happy,Above average
2010,Female,White,Moderate,Not str democrat,53,50,38,73,5,Very happy,Very happy,Average
2010,Female,White,Moderate,Independent,35,49,29,38,3,Very happy,Very happy,Above average
